synset	hyponym	lang	gloss
man	clotheshorse	English	DUDE!
man	clotheshorse	English	Foppishly
man	clotheshorse	English	Dudes
man	clotheshorse	English	Drying_racks
man	clotheshorse	English	Dandy_men
man	clotheshorse	English	Winterdyke
man	clotheshorse	Swedish	Dandyism
man	clotheshorse	Swedish	Dandyn
man	clotheshorse	Swedish	Dandy
man	clotheshorse	Swedish	fop
man	clotheshorse	Swedish	clotheshorse
man	clotheshorse	Swedish	dandies
man	clotheshorse	Swedish	dandy
man	clotheshorse	Swedish	dude
man	clotheshorse	Spanish	tendedero
man	clotheshorse	Spanish	petimetre
man	clotheshorse	Spanish	dandi
man	clotheshorse	Spanish	Pisaverde
man	clotheshorse	Spanish	dandy
man	clotheshorse	Spanish	Dude
man	clotheshorse	Spanish	Dandismo
man	clotheshorse	Spanish	Petimetre
man	clotheshorse	Spanish	Dandysmo
man	clotheshorse	Spanish	figurín
man	clotheshorse	Spanish	narciso
man	clotheshorse	Spanish	currutaco
man	clotheshorse	Spanish	guapo
man	clotheshorse	Spanish	pisaverde
man	clotheshorse	Spanish	pinturero
man	clotheshorse	Spanish	Dandi
man	clotheshorse	Spanish	galán
man	clotheshorse	Spanish	enjugador
man	clotheshorse	Spanish	Dandy
man	clotheshorse	Spanish	tenderete
man	clotheshorse	Spanish	gomoso
man	clotheshorse	Spanish	boquirrubio
man	clotheshorse	Spanish	lindo
man	clotheshorse	Spanish	dandis
man	clotheshorse	Spanish	dandies
man	clotheshorse	Japanese	ダンディ
man	clotheshorse	Japanese	ダンディズム
man	clotheshorse	Japanese	物干しスタンド
man	clotheshorse	Japanese	フォップ
man	clotheshorse	Japanese	クロスドライヤー
man	clotheshorse	Japanese	伊達者
man	clotheshorse	Japanese	粧し屋
man	clotheshorse	Japanese	気取り屋
man	clotheshorse	Japanese	洒落男
man	clotheshorse	Japanese	伊達衆
man	clotheshorse	Japanese	fop
man	clotheshorse	Japanese	粧屋
man	clotheshorse	Japanese	ダ_ン_デ_ィ
man	clotheshorse	Japanese	洒落者
man	clotheshorse	Japanese	伊達男
man	clotheshorse	Japanese	ダンディー
man	clotheshorse	Polish	dandys
man	clotheshorse	Polish	Dandyzm
man	clotheshorse	Polish	Dandys
man	clotheshorse	Polish	laluś
man	clotheshorse	Polish	strojniś
man	clotheshorse	Polish	piękniś
man	clotheshorse	Polish	wytworniś
man	clotheshorse	Polish	fircyk
man	clotheshorse	Polish	elegancik
man	clotheshorse	Polish	wykwintniś
man	clotheshorse	Polish	picuś_glancuś
man	clotheshorse	Polish	modniś
man	clotheshorse	Polish	goguś
man	clotheshorse	Polish	elegant
man	clotheshorse	Polish	elegantów
man	clotheshorse	Polish	fop
man	clotheshorse	Polish	bufon
man	clotheshorse	Polish	clotheshorse
man	clotheshorse	Serbian	Денди
man	clotheshorse	Serbian	Дaнди
man	clotheshorse	Serbian	фоп
man	clotheshorse	Serbian	кицош
man	clotheshorse	Serbian	сталак_за_сушење_рубља
man	clotheshorse	Serbian	дандиес
man	clotheshorse	Serbian	дендија
man	clotheshorse	Chinese	晾衣架
man	clotheshorse	Chinese	纨_绔_子_弟
man	clotheshorse	Chinese	花_公_子
man	clotheshorse	Chinese	fop
man	clotheshorse	Chinese	纨裤子弟
man	clotheshorse	Basque	dandy
man	clotheshorse	Basque	Dandi
man	clotheshorse	Basque	galai
man	clotheshorse	Basque	pinpirin
man	clotheshorse	Basque	Dandy
man	clotheshorse	Arabic	غنْدُور
man	clotheshorse	Arabic	مُهنْدم
man	clotheshorse	Arabic	أنِيق
man	clotheshorse	Arabic	غُنْدُور
man	clotheshorse	Arabic	مُتأنِّق
man	clotheshorse	Arabic	الغندور_رجل_شديد_التأنق
man	clotheshorse	Arabic	clotheshorse
man	clotheshorse	Arabic	fop
man	clotheshorse	Arabic	الأنيقون
man	clotheshorse	Arabic	المتأنق
man	clotheshorse	Greek	δανδής
man	clotheshorse	Greek	Απλώστρα_ρούχων
man	clotheshorse	Greek	δανδές
man	clotheshorse	Greek	μάγκα
man	clotheshorse	Greek	λιμοκόντορος
man	clotheshorse	Greek	fop
man	clotheshorse	Greek	απλώστρες
man	clotheshorse	Vietnamese	clotheshorse
man	clotheshorse	Vietnamese	dandies
man	clotheshorse	Vietnamese	dandy
man	clotheshorse	Vietnamese	người_vênh_vang
man	clotheshorse	Vietnamese	công_tử_bột
man	clotheshorse	Vietnamese	dude
man	bey	English	bey
man	bey	English	Bey
man	bey	English	Beys
man	bey	English	Beg
man	bey	English	Bej
man	bey	English	Taubey
man	bey	English	Taubiy
man	bey	English	Beis
man	bey	English	Bey_al-Kursi
man	bey	English	Uj_begi
man	bey	English	Beigh
man	bey	English	Bey_of_the_Ottoman_Empire
man	bey	English	Ottoman_Bey
man	bey	English	Beylical
man	bey	Swedish	Beg
man	bey	Swedish	Bej
man	bey	Swedish	Beigh
man	bey	Swedish	Bei
man	bey	Swedish	Bey
man	bey	Swedish	beys
man	bey	Swedish	bey
man	bey	Spanish	bey
man	bey	Spanish	Bey_otomano
man	bey	Spanish	beg
man	bey	Spanish	Bey
man	bey	Spanish	beys
man	bey	Japanese	ベグ
man	bey	Japanese	ベグ号
man	bey	Japanese	ベク
man	bey	Japanese	beys
man	bey	Japanese	ベ_イ
man	bey	Georgian	ბაი
man	bey	Polish	Beg
man	bey	Polish	Bej
man	bey	Polish	bejs
man	bey	Polish	bey
man	bey	Serbian	бег
man	bey	Serbian	Бег
man	bey	Serbian	бегова
man	bey	Chinese	巴依
man	bey	Chinese	贝伊
man	bey	Chinese	貝格
man	bey	Chinese	貝伊
man	bey	Chinese	打_败
man	bey	Chinese	贝
man	bey	Arabic	بك
man	bey	Arabic	بيه
man	bey	Arabic	باي
man	bey	Arabic	بيك
man	bey	Arabic	رتبة_البكوية
man	bey	Arabic	Bey
man	bey	Arabic	الباي
man	bey	Arabic	البايات
man	bey	Greek	Μπεγούμ
man	bey	Greek	Μπέης
man	bey	Greek	μπέη
man	bey	Greek	μπέηδες
man	bey	Vietnamese	beys
man	bey	Vietnamese	bey
man	Black_man	English	Black
man	Black_man	English	Black_people
man	Black_man	English	Black_man
man	Black_man	English	Black_Africans
man	Black_man	English	Black_Ppl
man	Black_man	English	Controversy_over_Black_identity
man	Black_man	English	African_blacks
man	Black_man	English	Controversies_over_black_people
man	Black_man	English	Black_men
man	Black_man	English	Black_community
man	Black_man	English	Black_race
man	Black_man	English	Forest_Negro
man	Black_man	English	Black_person
man	Black_man	English	Black_Person
man	Black_man	English	Black_male
man	Black_man	English	Black_communities
man	Black_man	English	Black_folk
man	Black_man	English	Controversy_over_Black_Identity
man	Black_man	English	Black-African
man	Black_man	English	Black_as_a_skin_color_identity
man	Black_man	English	Black-Africans
man	Black_man	English	Blk_ppl
man	Black_man	English	African_descent
man	Black_man	English	Black_female
man	Black_man	English	Black_males
man	Black_man	English	Black_african
man	Black_man	English	Black_People
man	Black_man	English	Black_ppl
man	Black_man	English	The_black_race
man	Black_man	English	African_black
man	Black_man	English	black_woman
man	Black_man	English	black_man
man	Black_man	English	black_people
man	Black_man	English	Black_people_in_West_Asia
man	Black_man	English	Negro-African
man	Black_man	English	Negro_Africans
man	Black_man	English	African-Negroes
man	Black_man	English	African_Negro
man	Black_man	English	Black_women
man	Black_man	English	African_Negroes
man	Black_man	English	Negro-Africans
man	Black_man	English	Black_woman
man	Black_man	English	Black_peoples
man	Black_man	English	Black_African_people
man	Black_man	English	African_Negros
man	Black_man	English	African-Negro
man	Black_man	English	Blacks
man	Black_man	English	African_black_people
man	Black_man	English	Negro
man	Black_man	English	Black_African
man	Black_man	English	African-Negros
man	Black_man	English	Black_Race
man	Black_man	English	Black_females
man	Black_man	English	Negro_African
man	Black_man	English	Negroes
man	Black_man	Swedish	Svarta_folkgrupper
man	Black_man	Swedish	Svart
man	Black_man	Swedish	svart_man
man	Black_man	Swedish	Neger
man	Black_man	Swedish	svarta_kvinnor
man	Black_man	Swedish	svarta_människor
man	Black_man	Swedish	afrikansk_härkomst
man	Black_man	Swedish	svarta_samhället
man	Black_man	Spanish	negro
man	Black_man	Spanish	hombre_negro
man	Black_man	Spanish	negra
man	Black_man	Spanish	persona_negra
man	Black_man	Spanish	mujer_negra
man	Black_man	Spanish	raza_africana
man	Black_man	Spanish	raza_negra
man	Black_man	Spanish	Raza_negra
man	Black_man	Spanish	Etnia_negra
man	Black_man	Spanish	Piel_negra
man	Black_man	Spanish	Negro
man	Black_man	Spanish	ascendencia_africana
man	Black_man	Spanish	mujeres_negras
man	Black_man	Spanish	negros
man	Black_man	Spanish	comunidad_negro
man	Black_man	Japanese	黒人
man	Black_man	Japanese	黒色人
man	Black_man	Japanese	黒_人_女_性
man	Black_man	Japanese	ア_フ_リ_カ_系
man	Black_man	Polish	murzyn
man	Black_man	Polish	czarne_kobiety
man	Black_man	Polish	czarnej_społeczności
man	Black_man	Polish	pochodzenia_afrykańskiego
man	Black_man	Serbian	црни_људи
man	Black_man	Serbian	афричког_порекла
man	Black_man	Serbian	црнкиње
man	Black_man	Serbian	црног_човека
man	Black_man	Serbian	црнац
man	Black_man	Chinese	黑人
man	Black_man	Chinese	尼格罗人种
man	Black_man	Chinese	尼格鲁人种
man	Black_man	Chinese	尼格罗人
man	Black_man	Chinese	尼格鲁-澳大利亚人种
man	Black_man	Chinese	赤道人种
man	Black_man	Chinese	黑色人种
man	Black_man	Chinese	刚果人种
man	Black_man	Chinese	黑种人
man	Black_man	Chinese	大老黑
man	Black_man	Chinese	黑_人_社_区_。
man	Black_man	Chinese	非_洲_裔
man	Black_man	Chinese	黑_人_妇_女
man	Black_man	Chinese	黑_人_。
man	Black_man	Basque	melanodermia
man	Black_man	Basque	beltz
man	Black_man	Arabic	أسود
man	Black_man	Arabic	سود
man	Black_man	Arabic	السود
man	Black_man	Arabic	زنوج
man	Black_man	Arabic	الشخص_الأسود
man	Black_man	Arabic	شخص_أسود
man	Black_man	Arabic	اسود
man	Black_man	Arabic	العرق_الأسود
man	Black_man	Arabic	Black_people
man	Black_man	Arabic	النساء_السود
man	Black_man	Arabic	أسود_رجل
man	Black_man	Arabic	أصل_أفريقي
man	Black_man	Arabic	رجل_أسود
man	Black_man	Greek	μαύρο_άνθρωπος
man	Black_man	Greek	μαύρο_άνδρα
man	Black_man	Greek	μαύρη_κοινότητα
man	Black_man	Greek	μαύρος
man	Black_man	Greek	αφρικανικής_καταγωγής
man	Black_man	Greek	οι_μαύρες_γυναίκες
man	Black_man	Vietnamese	người_da_đen
man	Black_man	Vietnamese	đàn_ông_da_đen
man	Black_man	Vietnamese	phụ_nữ_da_đen
man	Black_man	Vietnamese	cộng_đồng_da_đen
man	Black_man	Vietnamese	gốc_châu_phi
man	boy	English	boy
man	boy	Swedish	kille
man	boy	Swedish	grabb
man	boy	Swedish	pojken
man	boy	Spanish	muchacho
man	boy	Chinese	男_孩
man	boy	Basque	mutiko
man	boy	Basque	mutil
man	boy	Basque	motel
man	boy	Arabic	شابّ
man	boy	Arabic	وَلَد
man	boy	Arabic	صبِيّ
man	boy	Arabic	فتى
man	boy	Greek	αγόρι
man	boy	Vietnamese	cậu_bé
man	bozo	English	cat
man	bozo	English	hombre
man	bozo	English	guy
man	bozo	English	bozo
man	bozo	Swedish	killen
man	bozo	Swedish	hombre
man	bozo	Spanish	tipo
man	bozo	Spanish	hombre
man	bozo	Spanish	tío
man	bozo	Japanese	やつ
man	bozo	Japanese	野郎
man	bozo	Japanese	奴
man	bozo	Japanese	和郎
man	bozo	Japanese	ガイ
man	bozo	Polish	facet
man	bozo	Polish	gościu
man	bozo	Polish	facio
man	bozo	Polish	gość
man	bozo	Polish	kolo
man	bozo	Polish	chłop
man	bozo	Polish	koleś
man	bozo	Polish	gostek
man	bozo	Polish	klient
man	bozo	Polish	hombre
man	bozo	Serbian	хомбре
man	bozo	Serbian	момак
man	bozo	Basque	tipo
man	bozo	Basque	mutil
man	bozo	Basque	motel
man	bozo	Arabic	hombre
man	bozo	Arabic	الرجل
man	bozo	Greek	τύπος
man	bozo	Greek	hombre
man	bozo	Vietnamese	hombre
man	bull	English	strapper
man	bull	English	bull
man	bull	English	Samson
man	bull	English	bruiser
man	bull	Swedish	bruiser
man	bull	Swedish	bandare
man	bull	Spanish	toro
man	bull	Spanish	strapper
man	bull	Spanish	matón
man	bull	Japanese	ブルーザー
man	bull	Japanese	ストラップ
man	bull	Polish	kawał_chłopa
man	bull	Polish	byk
man	bull	Polish	chłop_jak_dąb
man	bull	Polish	pięściarz
man	bull	Polish	byczek
man	bull	Serbian	јак
man	bull	Serbian	упрезач
man	bull	Chinese	捆扎机
man	bull	Chinese	彪形大汉
man	bull	Basque	mardul
man	bull	Basque	sendo
man	bull	Basque	indartsu
man	bull	Arabic	شخص_قوي
man	bull	Arabic	الملا_كم
man	bull	Greek	βόδι
man	bull	Greek	βούβαλος
man	bull	Greek	ταύρος
man	bull	Greek	πυγμάχος
man	bull	Greek	δένων
man	bull	Vietnamese	vo_sỉ
man	bull	Vietnamese	người_mạnh_me
man	dude	English	dude
man	dude	English	buster
man	dude	English	fellow
man	dude	Swedish	kille
man	dude	Swedish	snubbe
man	dude	Swedish	jeppe
man	dude	Spanish	mae
man	dude	Spanish	tipo
man	dude	Spanish	bato
man	dude	Spanish	tío
man	dude	Japanese	やつ
man	dude	Polish	koleś
man	dude	Polish	gościu
man	dude	Polish	facio
man	dude	Polish	gość
man	dude	Polish	kolo
man	dude	Polish	chłop
man	dude	Polish	gostek
man	dude	Polish	klient
man	dude	Polish	facet
man	dude	Greek	τύπος
man	grass_widower	English	grass_widower
man	grass_widower	English	divorced_man
man	grass_widower	Swedish	gräsänkling
man	grass_widower	Swedish	frånskild_man
man	grass_widower	Swedish	gräs_änkling
man	grass_widower	Spanish	ex
man	grass_widower	Spanish	separado
man	grass_widower	Spanish	divorciado
man	grass_widower	Spanish	hierba_viudo
man	grass_widower	Spanish	hombre_divorciado
man	grass_widower	Japanese	離婚した男
man	grass_widower	Japanese	草男やもめ
man	grass_widower	Polish	rozwiedziony_mężczyzna
man	grass_widower	Polish	słomiany_wdowiec
man	grass_widower	Serbian	разведени_мушкарац
man	grass_widower	Serbian	бели_удовац
man	grass_widower	Chinese	草鳏夫
man	grass_widower	Chinese	离婚的男人
man	grass_widower	Basque	bizi-alargun
man	grass_widower	Basque	dibortziatu
man	grass_widower	Basque	senar_ohi
man	grass_widower	Arabic	مغيب
man	grass_widower	Arabic	طلق_رجل
man	grass_widower	Greek	χόρτο_χήρος
man	grass_widower	Greek	διαζευγμένος_άνδρας
man	grass_widower	Vietnamese	người_đàn_ông_ở_xa_vợ
man	grass_widower	Vietnamese	ly_dị_người_đàn_ông
man	ejaculator	English	ejaculator
man	Esquire	English	Esquire
man	Esquire	English	Esq
man	Esquire	English	esquire
man	Esquire	English	Esq.
man	Esquire	Swedish	Sven
man	Esquire	Swedish	esq
man	Esquire	Swedish	Suener
man	Esquire	Swedish	Svenner
man	Esquire	Swedish	esquire
man	Esquire	Spanish	Esquire
man	Esquire	Spanish	señor_don
man	Esquire	Spanish	lcdo
man	Esquire	Spanish	esq.
man	Esquire	Spanish	esquire
man	Esquire	Japanese	エ_ス_ク_ワ_イ_ア
man	Esquire	Japanese	esq
man	Esquire	Japanese	エスクワイア
man	Esquire	Polish	esq
man	Esquire	Polish	esquire
man	Esquire	Serbian	ескуире
man	Esquire	Serbian	еск
man	Esquire	Chinese	彼岸
man	Esquire	Chinese	时_尚_先_生
man	Esquire	Arabic	إسق
man	Esquire	Arabic	المحترم
man	Esquire	Greek	esq
man	Esquire	Greek	esquire
man	Esquire	Vietnamese	esq
man	Esquire	Vietnamese	esquire
man	father_figure	English	father_figure
man	father_figure	English	father_surrogate
man	father_figure	English	Mother_figure
man	father_figure	English	Father_Figure
man	father_figure	Swedish	fadersfigur
man	father_figure	Swedish	pappa_surrogat
man	father_figure	Spanish	figura_paterna
man	father_figure	Spanish	Figura_paterna
man	father_figure	Spanish	figura_paternal
man	father_figure	Spanish	padre_sustituto
man	father_figure	Japanese	父·サロゲート
man	father_figure	Japanese	理想の父親像
man	father_figure	Polish	zastępczym_ojcem
man	father_figure	Polish	ojca
man	father_figure	Polish	ojcem
man	father_figure	Serbian	очинску_фигуру
man	father_figure	Serbian	отац_сурогат
man	father_figure	Serbian	очинска_фигура
man	father_figure	Chinese	父亲代孕
man	father_figure	Chinese	父亲的身影
man	father_figure	Arabic	أب_بديل
man	father_figure	Arabic	شخصية_الأب
man	father_figure	Arabic	الأب_الرقم
man	father_figure	Greek	πατρική_φιγούρα
man	father_figure	Greek	θετός_πατέρας
man	father_figure	Vietnamese	cha_thay_thế
man	father_figure	Vietnamese	người_cha
man	galoot	English	galoot
man	galoot	Swedish	galoot
man	galoot	Spanish	galoot
man	galoot	Japanese	galoot
man	galoot	Polish	niedźwiedź
man	galoot	Serbian	галоот
man	galoot	Chinese	蠢货
man	galoot	Basque	trauskil
man	galoot	Basque	ganberro
man	galoot	Basque	baldar
man	galoot	Arabic	galoot
man	galoot	Greek	galoot
man	galoot	Vietnamese	galoot
man	geezer	English	geezer
man	geezer	Swedish	gubbe
man	geezer	Swedish	geezer
man	geezer	Spanish	vejestorio
man	geezer	Japanese	老人
man	geezer	Japanese	ばばあ
man	geezer	Japanese	爺
man	geezer	Japanese	じじい
man	geezer	Polish	starowina
man	geezer	Serbian	чудак
man	geezer	Chinese	老拙_老頭_老头_老頭子_老头子
man	geezer	Chinese	奇特
man	geezer	Arabic	رجل_غريب
man	geezer	Greek	γεροπαράξενος
man	geezer	Vietnamese	tánh_kỳ_cục
man	golden_boy	English	golden_boy
man	golden_boy	English	wonder_boy
man	golden_boy	Swedish	golden_boy
man	golden_boy	Swedish	undrar_pojke
man	golden_boy	Spanish	wonder_boy
man	golden_boy	Spanish	chico_de_oro
man	golden_boy	Japanese	少年は不思議
man	golden_boy	Japanese	黄金の少年
man	golden_boy	Japanese	プリンス
man	golden_boy	Polish	dziecko_szczęścia
man	golden_boy	Polish	szczęśliwiec
man	golden_boy	Polish	szczęściarz
man	golden_boy	Polish	boy_wonder
man	golden_boy	Polish	golden_boy
man	golden_boy	Serbian	златни_дечко
man	golden_boy	Serbian	питам_дечака
man	golden_boy	Chinese	天才少年
man	golden_boy	Chinese	金童
man	golden_boy	Arabic	يتساءل_الفتى
man	golden_boy	Arabic	الفتى_الذهبي
man	golden_boy	Greek	αναρωτιέμαι_αγόρι
man	golden_boy	Greek	χρυσό_αγόρι
man	golden_boy	Vietnamese	tự_hỏi_cậu_bé
man	golden_boy	Vietnamese	cậu_bé_vàng
man	greybeard	English	greybeard
man	greybeard	English	old_man
man	greybeard	English	Methuselah
man	greybeard	English	graybeard
man	greybeard	English	Greybeard
man	greybeard	English	Graybeard
man	greybeard	Swedish	gubbe
man	greybeard	Swedish	graybeard
man	greybeard	Swedish	gamle_mannen
man	greybeard	Spanish	viejo
man	greybeard	Spanish	anciano
man	greybeard	Spanish	vejo
man	greybeard	Spanish	abuelo
man	greybeard	Japanese	お爺さん
man	greybeard	Japanese	老爺
man	greybeard	Japanese	爺
man	greybeard	Japanese	親爺
man	greybeard	Japanese	老人
man	greybeard	Japanese	親父
man	greybeard	Japanese	翁
man	greybeard	Japanese	老夫
man	greybeard	Japanese	御爺様
man	greybeard	Japanese	爺さん
man	greybeard	Japanese	お爺様
man	greybeard	Japanese	高齢の男性
man	greybeard	Japanese	老漢
man	greybeard	Japanese	老翁
man	greybeard	Japanese	爺様
man	greybeard	Japanese	爺さま
man	greybeard	Japanese	老叟
man	greybeard	Japanese	御爺
man	greybeard	Japanese	お爺
man	greybeard	Japanese	翁人
man	greybeard	Japanese	じい様
man	greybeard	Japanese	隠居
man	greybeard	Japanese	尊翁
man	greybeard	Japanese	御爺さん
man	greybeard	Georgian	მოხუცი
man	greybeard	Polish	starzec
man	greybeard	Polish	staruszek
man	greybeard	Polish	dziadek
man	greybeard	Polish	dziad
man	greybeard	Serbian	старац
man	greybeard	Chinese	лохан_老漢_老汉_老頭兒_老头儿_老人
man	greybeard	Chinese	老_人
man	greybeard	Chinese	壿
man	greybeard	Basque	aitona
man	greybeard	Basque	agure
man	greybeard	Basque	zahar
man	greybeard	Basque	senton
man	greybeard	Basque	adindun
man	greybeard	Basque	edadetu
man	greybeard	Basque	gizon_zahar
man	greybeard	Basque	adineko
man	greybeard	Arabic	مُسِنّ
man	greybeard	Arabic	شيْخ
man	greybeard	Arabic	كبِير_سِنّ
man	greybeard	Arabic	رجُل_عجُوز
man	greybeard	Arabic	شَيْخ‎
man	greybeard	Arabic	شيخ_أو_رجل_عجوز
man	greybeard	Greek	γέρος
man	greybeard	Greek	γέροντας
man	greybeard	Greek	graybeard
man	greybeard	Vietnamese	ông_già
man	greybeard	Vietnamese	graybeard
man	Herr	English	Herr
man	Herr	Japanese	ハー
man	Hooray_Henry	English	Hooray_Henry
man	Hooray_Henry	Swedish	hurra_henry
man	Hooray_Henry	Spanish	hooray_henry
man	Hooray_Henry	Japanese	めでたしめでたしヘンリー
man	Hooray_Henry	Polish	hooray_henry
man	Hooray_Henry	Serbian	ура_хенри
man	Hooray_Henry	Chinese	万岁亨利
man	Hooray_Henry	Arabic	الصيحة_هنري
man	Hooray_Henry	Greek	ζήτω_henry
man	Hooray_Henry	Vietnamese	hoan_hô_henry
man	housefather	English	housefather
man	housefather	Swedish	husfar
man	housefather	Spanish	hombre_encargado_de_una_residencia_de_niños
man	housefather	Japanese	housefather
man	housefather	Polish	housefather
man	housefather	Serbian	газда
man	housefather	Chinese	housefather
man	housefather	Arabic	housefather
man	housefather	Greek	housefather
man	housefather	Vietnamese	nhà_của_cha_ở
man	hunk	English	hunk
man	hunk	Spanish	macizo
man	hunk	Japanese	塊
man	hunk	Polish	przystojniak
man	hunk	Basque	gizon-puska
man	hunk	Basque	mutil_katxarro
man	hunk	Basque	mutil-puska
man	hunk	Greek	καμάκι
man	inamorato	English	inamorato
man	inamorato	Swedish	älskad
man	inamorato	Spanish	mozo
man	inamorato	Japanese	inamorato
man	inamorato	Japanese	郎君
man	inamorato	Polish	miły
man	inamorato	Polish	kochany
man	inamorato	Polish	najdroższy
man	inamorato	Polish	ukochany
man	inamorato	Polish	inamorato
man	inamorato	Serbian	љубавник
man	inamorato	Chinese	inamorato
man	inamorato	Arabic	inamorato
man	inamorato	Greek	inamorato
man	inamorato	Vietnamese	tình_nhân
man	iron_man	English	ironman
man	iron_man	English	iron_man
man	iron_man	Swedish	ironman
man	iron_man	Swedish	iron_man
man	iron_man	Spanish	ironman
man	iron_man	Spanish	el_hombre_de_hierro
man	iron_man	Japanese	鉄人
man	iron_man	Japanese	アイアンマン
man	iron_man	Polish	osiłek
man	iron_man	Polish	mocarz
man	iron_man	Polish	siłacz
man	iron_man	Polish	bysior
man	iron_man	Polish	herkules
man	iron_man	Polish	bysio
man	iron_man	Polish	ironman
man	iron_man	Polish	iron_man
man	iron_man	Serbian	ирон_ман
man	iron_man	Serbian	иронман
man	iron_man	Chinese	铁人
man	iron_man	Chinese	硬骨头
man	iron_man	Arabic	الرجل_الحديدي
man	iron_man	Arabic	رجل_حديدي
man	iron_man	Greek	άνθρωπος_σιδήρου
man	iron_man	Greek	ironman
man	iron_man	Vietnamese	ironman
man	iron_man	Vietnamese	iron_man
man	ironside	English	ironside
man	ironside	Swedish	ironside
man	ironside	Spanish	ironside
man	ironside	Japanese	アイアンサイド
man	ironside	Japanese	鬼警部アイアンサイド
man	ironside	Polish	twardziel
man	ironside	Polish	ironside
man	ironside	Serbian	храбар
man	ironside	Chinese	勇敢的
man	ironside	Arabic	أيرونسايد
man	ironside	Greek	ironside
man	ironside	Vietnamese	ironside
man	Monsieur	English	Monsieur
man	Monsieur	English	M.
man	Monsieur	English	Mssrs
man	Monsieur	English	Messieurs
man	Monsieur	English	Mssrs.
man	Monsieur	Swedish	monsieur
man	Monsieur	Spanish	monsieur
man	Monsieur	Spanish	señor
man	Monsieur	Japanese	ムッシュー
man	Monsieur	Japanese	ムッシュ
man	Monsieur	Japanese	フランス人
man	Monsieur	Polish	monsieur
man	Monsieur	Polish	lord
man	Monsieur	Serbian	монсењер
man	Monsieur	Chinese	爺
man	Monsieur	Chinese	先生
man	Monsieur	Arabic	مسيو
man	Monsieur	Greek	monsieur
man	Monsieur	Vietnamese	tiếng_gọi_ông
man	Monsieur	Vietnamese	monsieur
man	old_boy	English	old_boy
man	old_boy	English	old_man
man	old_boy	Spanish	viejo
man	old_boy	Japanese	親爺
man	old_boy	Japanese	父っつぁん
man	old_boy	Japanese	親仁
man	old_boy	Japanese	お爺さん
man	old_boy	Japanese	御爺様
man	old_boy	Japanese	爺さん
man	old_boy	Japanese	お爺様
man	old_boy	Japanese	爺様
man	old_boy	Japanese	爺さま
man	old_boy	Japanese	御爺
man	old_boy	Japanese	お爺
man	old_boy	Japanese	じい様
man	old_boy	Japanese	爺
man	old_boy	Japanese	親父
man	old_boy	Basque	agure
man	old_boy	Basque	zahar
man	paterfamilias	English	paterfamilias
man	paterfamilias	English	patriarch
man	paterfamilias	English	Pater_familias
man	paterfamilias	English	pater_familias
man	paterfamilias	English	Patria_potestas
man	paterfamilias	English	Paterfamilias
man	paterfamilias	English	Patresfamilias
man	paterfamilias	English	Paterfamiliases
man	paterfamilias	English	Pater_Familias
man	paterfamilias	English	Pater-familias
man	paterfamilias	English	Patria_Potestas
man	paterfamilias	Swedish	familjefader
man	paterfamilias	Swedish	Patria_potestas
man	paterfamilias	Swedish	Fadersmakt
man	paterfamilias	Swedish	patriark
man	paterfamilias	Swedish	Pater_familias
man	paterfamilias	Swedish	patriarkerna
man	paterfamilias	Swedish	pater_familias
man	paterfamilias	Swedish	patria_potestas
man	paterfamilias	Swedish	patriarken
man	paterfamilias	Spanish	paterfamilias
man	paterfamilias	Spanish	patriarca
man	paterfamilias	Spanish	Pater_familias
man	paterfamilias	Spanish	jefe_de_familia
man	paterfamilias	Spanish	Pater_familiae
man	paterfamilias	Spanish	Paterfamilias
man	paterfamilias	Spanish	Pater_Familias
man	paterfamilias	Spanish	Páter_familias
man	paterfamilias	Spanish	pater_familias
man	paterfamilias	Spanish	patria_potestad
man	paterfamilias	Spanish	patriarcas
man	paterfamilias	Spanish	padre_de_familia
man	paterfamilias	Japanese	パトレス・ファミリアス
man	paterfamilias	Japanese	家_長
man	paterfamilias	Japanese	家長
man	paterfamilias	Georgian	ტანუტერი
man	paterfamilias	Polish	patriarcha
man	paterfamilias	Polish	Pater_familias
man	paterfamilias	Polish	ojciec_rodziny
man	paterfamilias	Polish	patriarchów
man	paterfamilias	Polish	pater_familias
man	paterfamilias	Polish	patria_potestas
man	paterfamilias	Serbian	отац_породице
man	paterfamilias	Serbian	патриа_потестас
man	paterfamilias	Serbian	патер_фамилиас
man	paterfamilias	Serbian	патријарха
man	paterfamilias	Chinese	paterfamilias
man	paterfamilias	Chinese	家父
man	paterfamilias	Chinese	族_长
man	paterfamilias	Chinese	佩_特_familias
man	paterfamilias	Arabic	رب_الأسرة
man	paterfamilias	Arabic	بطريرك
man	paterfamilias	Arabic	رَبّ_اَلْعَائِلَة‎
man	paterfamilias	Arabic	البطريرك
man	paterfamilias	Greek	πατριάρχης
man	paterfamilias	Greek	πάτερ_φαμίλιας
man	paterfamilias	Greek	πάτερ_φαμίλια
man	paterfamilias	Greek	οικογενειάρχης
man	paterfamilias	Greek	πατριάρχες
man	paterfamilias	Greek	pater_familias
man	paterfamilias	Greek	patria_potestas
man	paterfamilias	Vietnamese	gia_trưởng
man	paterfamilias	Vietnamese	familias_pater
man	paterfamilias	Vietnamese	tộc_trưởng
man	Peter_Pan	English	Peter_Pan
man	Peter_Pan	Spanish	Peter_Pan
man	Peter_Pan	Japanese	ピーターパン
