synset	hyponym	lang	gloss
woman	stepmother	Swedish	styvmor
woman	stepmother	Swedish	styvfar
woman	stepmother	Swedish	Styvdotter
woman	stepmother	Swedish	Bonusmamma
woman	stepmother	Swedish	fostermor
woman	stepmother	Swedish	styvsyster
woman	stepmother	Swedish	Bonuspappa
woman	stepmother	Swedish	Styvbarn
woman	stepmother	Swedish	Bonusbarn
woman	stepmother	Swedish	Styvsyster
woman	stepmother	Swedish	Styvbror
woman	stepmother	Swedish	Plastpappa
woman	stepmother	Swedish	styvfamilj
woman	stepmother	Swedish	Plastmamma
woman	stepmother	Swedish	plastmamma
woman	stepmother	Swedish	styvföräldrar
woman	stepmother	Swedish	Halvkusin
woman	stepmother	Swedish	plastpappa
woman	stepmother	Swedish	Halvsyster
woman	stepmother	Swedish	styvfader
woman	stepmother	Swedish	Halv-kusin
woman	stepmother	Swedish	plastsyster
woman	stepmother	Swedish	Styvsyskon
woman	stepmother	Swedish	Styvson
woman	stepmother	Swedish	Styvmor
woman	stepmother	Swedish	Styvmoder
woman	stepmother	Swedish	Styvpappa
woman	stepmother	Swedish	Styvfar
woman	stepmother	Swedish	Styvfader
woman	stepmother	Swedish	stepfamily
woman	stepmother	Swedish	blandad_familj
woman	stepmother	Swedish	steg-son
woman	stepmother	Swedish	elaka_styvmor
woman	stepmother	Spanish	madrastra
woman	stepmother	Spanish	padrastro
woman	stepmother	Spanish	hermanastra
woman	stepmother	Spanish	familia_mixta
woman	stepmother	Spanish	familia_ensamblada
woman	stepmother	Spanish	Familia_ensamblada
woman	stepmother	Spanish	hija_putativa
woman	stepmother	Spanish	padres_putativos
woman	stepmother	Spanish	familia_reconstituida
woman	stepmother	Spanish	padrastro_y_madrastra
woman	stepmother	Spanish	padrastros
woman	stepmother	Spanish	entenada
woman	stepmother	Spanish	hijastra
woman	stepmother	Spanish	padrastro/madrastra
woman	stepmother	Spanish	Familia_reconstituida
woman	stepmother	Spanish	Familia_reconstruida
woman	stepmother	Spanish	Familia_patchwork
woman	stepmother	Spanish	malvada_madrastra
woman	stepmother	Spanish	hijastro
woman	stepmother	Spanish	familia_política
woman	stepmother	English	stepfamily
woman	stepmother	English	stepmother
woman	stepmother	English	stepparents
woman	stepmother	English	stepfather
woman	stepmother	English	stepuncle
woman	stepmother	English	stepdaughter
woman	stepmother	English	stepdad
woman	stepmother	English	stepmom
woman	stepmother	English	blended_family
woman	stepmother	English	stepaunt
woman	stepmother	English	stepsister
woman	stepmother	English	Stepparent_adoption
woman	stepmother	English	Step-sister
woman	stepmother	English	Step-
woman	stepmother	English	Bonusfamily
woman	stepmother	English	Step-children
woman	stepmother	English	Step-sibling
woman	stepmother	English	Step_bro
woman	stepmother	English	Step_daughter
woman	stepmother	English	Step_sibling
woman	stepmother	English	Step_sister
woman	stepmother	English	Blended_families
woman	stepmother	English	Blended_family
woman	stepmother	English	Step-families
woman	stepmother	English	Step_sis
woman	stepmother	English	Step_parent
woman	stepmother	English	Step-daughter
woman	stepmother	English	Step_brother
woman	stepmother	English	Bonus_family
woman	stepmother	English	Step-son
woman	stepmother	English	Stepaunt
woman	stepmother	English	Step-siblings
woman	stepmother	English	Step-family
woman	stepmother	English	Stepchildren
woman	stepmother	English	Stepuncle
woman	stepmother	English	Step-brother
woman	stepmother	English	Step_child
woman	stepmother	English	Step_family
woman	stepmother	English	Step-sisters
woman	stepmother	English	Step_uncle
woman	stepmother	English	Step_aunt
woman	stepmother	English	Step_son
woman	stepmother	English	Stepparents
woman	stepmother	English	Stepfamilies
woman	stepmother	English	Step-parent
woman	stepmother	Japanese	義母
woman	stepmother	Japanese	ステップファミリー
woman	stepmother	Japanese	継_母
woman	stepmother	Japanese	継母
woman	stepmother	Japanese	継父
woman	stepmother	Japanese	まゝ姉妹
woman	stepmother	Japanese	複合家族
woman	stepmother	Japanese	まま母
woman	stepmother	Japanese	ステップマザー
woman	stepmother	Japanese	義_姉_妹
woman	stepmother	Georgian	დედინაცვალი
woman	stepmother	Polish	macocha
woman	stepmother	Polish	ojczym
woman	stepmother	Polish	Rodzina_przybrana
woman	stepmother	Polish	Przybrani_rodzice
woman	stepmother	Polish	Rodzeństwo_przyrodnie
woman	stepmother	Polish	pasierbica
woman	stepmother	Polish	Ojczym
woman	stepmother	Polish	Przybrana_rodzina
woman	stepmother	Polish	Pasierbica
woman	stepmother	Polish	ojczym_lub_macocha
woman	stepmother	Polish	Przybrany_ojciec
woman	stepmother	Polish	Przybrana_matka
woman	stepmother	Polish	złą_macochę
woman	stepmother	Polish	stepfamily
woman	stepmother	Polish	ojczyma
woman	stepmother	Basque	amaorde
woman	stepmother	Basque	aitaorde
woman	stepmother	Basque	ugazama
woman	stepmother	Serbian	маћеха
woman	stepmother	Serbian	очух
woman	stepmother	Serbian	поћерка
woman	stepmother	Serbian	усвојеница
woman	stepmother	Serbian	пасторка
woman	stepmother	Serbian	степфамили
woman	stepmother	Serbian	полусестра
woman	stepmother	Chinese	繼母
woman	stepmother	Chinese	繼姊
woman	stepmother	Chinese	後父
woman	stepmother	Chinese	繼兄
woman	stepmother	Chinese	後母
woman	stepmother	Chinese	繼弟
woman	stepmother	Chinese	晚娘
woman	stepmother	Chinese	繼妹
woman	stepmother	Chinese	繼父
woman	stepmother	Chinese	繼女
woman	stepmother	Chinese	繼姐
woman	stepmother	Chinese	繼子
woman	stepmother	Chinese	后妈
woman	stepmother	Chinese	繼親
woman	stepmother	Chinese	继_母
woman	stepmother	Chinese	繼母_继母
woman	stepmother	Chinese	继母
woman	stepmother	Chinese	繼姊妹_继姊妹
woman	stepmother	Chinese	继子女
woman	stepmother	Chinese	继_父
woman	stepmother	Chinese	再_婚
woman	stepmother	Chinese	邪_恶_的_继_母
woman	stepmother	Greek	μητριά
woman	stepmother	Greek	ετεροθαλής_αδελφή
woman	stepmother	Greek	θετή_μητέρα
woman	stepmother	Greek	πατριός
woman	stepmother	Greek	stepfamily
woman	stepmother	Greek	βήμα-γιο
woman	stepmother	Greek	αναμειγνύονται_οικογένεια
woman	stepmother	Greek	βήμα-μητέρα
woman	stepmother	Vietnamese	mẹ_kế
woman	stepmother	Vietnamese	mẹ_ghẻ
woman	stepmother	Vietnamese	bố_dượng
woman	stepmother	Vietnamese	cha_kế
woman	stepmother	Vietnamese	gia_đình_pha_trộn
woman	stepmother	Vietnamese	stepfamily
woman	stepmother	Vietnamese	bước_cha
woman	stepmother	Vietnamese	chị_gái
woman	stepmother	Vietnamese	mẹ_ghẻ
woman	stepmother	Vietnamese	cha_dượng
woman	stepmother	Arabic	زوجة_الأب
woman	stepmother	Arabic	أسرة_الربائب
woman	stepmother	Arabic	زَوْجَةُ_الْأَب‎
woman	stepmother	Arabic	زوج_الأم
woman	stepmother	Arabic	رَابَّة‎
woman	stepmother	Arabic	Stepchildren
woman	stepmother	Arabic	Stepparents
woman	stepmother	Arabic	Stepdaughter
woman	stepmother	Arabic	Stepson
woman	stepmother	Arabic	زوجة_الأب_الشريرة
woman	stepmother	Arabic	stepfamily
woman	stepmother	Arabic	خطوة_وابنه
woman	suffragette	Swedish	suffragett
woman	suffragette	Swedish	suffragetterna
woman	suffragette	Swedish	suffragette
woman	suffragette	Swedish	rösträttskvinna
woman	suffragette	Swedish	suffragetter
woman	suffragette	Swedish	Suffragetter
woman	suffragette	Swedish	Suffragett
woman	suffragette	Swedish	Suffragetterna
woman	suffragette	Swedish	Suffregaterna
woman	suffragette	Spanish	sufragista
woman	suffragette	Spanish	sufragete
woman	suffragette	Spanish	sufragette
woman	suffragette	Spanish	Suffragette
woman	suffragette	Spanish	Sufragetes
woman	suffragette	Spanish	Sufragete
woman	suffragette	Spanish	Sufragista
woman	suffragette	Spanish	sufragistas
woman	suffragette	English	suffragette
woman	suffragette	English	suffrage_activist
woman	suffragette	English	suffragist
woman	suffragette	English	Sufragette
woman	suffragette	English	Suffraget
woman	suffragette	English	Suffragette_movement
woman	suffragette	English	Sufragettes
woman	suffragette	English	Suffrage_Day
woman	suffragette	English	The_Suffragettes
woman	suffragette	English	Suffragettes
woman	suffragette	English	Suffragette_Movement
woman	suffragette	English	Suffrigette
woman	suffragette	Japanese	婦人参政権論者
woman	suffragette	Japanese	婦人解放運動
woman	suffragette	Japanese	女性運動家
woman	suffragette	Japanese	婦人開放運動
woman	suffragette	Japanese	女性解放運動
woman	suffragette	Japanese	サフラジェット
woman	suffragette	Japanese	婦人運動家
woman	suffragette	Japanese	婦人解放論
woman	suffragette	Japanese	女性解放論
woman	suffragette	Japanese	婦人運動
woman	suffragette	Georgian	სუფრაჯისტები
woman	suffragette	Georgian	სუფრაჟისტები
woman	suffragette	Georgian	სუფრაჟისტი_ქალი
woman	suffragette	Georgian	სუფრაჟისტი
woman	suffragette	Polish	Ruch_sufrażystek
woman	suffragette	Polish	Sufrażystki
woman	suffragette	Polish	sufrażystka
woman	suffragette	Polish	Sufrażystka
woman	suffragette	Polish	Sufrażyzm
woman	suffragette	Polish	emancypantka
woman	suffragette	Polish	Sufrażetki
woman	suffragette	Polish	Sufrażetka
woman	suffragette	Polish	sufrażystek
woman	suffragette	Polish	suffragette
woman	suffragette	Polish	sufrażystki
woman	suffragette	Basque	sufragista
woman	suffragette	Serbian	Суфражеткиње
woman	suffragette	Serbian	Сифражеткиње
woman	suffragette	Serbian	Суфражеткиња
woman	suffragette	Serbian	сифражеткиња
woman	suffragette	Serbian	поборница_женског_права
woman	suffragette	Serbian	суфражеткиња
woman	suffragette	Chinese	女性投票權運動
woman	suffragette	Chinese	妇女参政论者
woman	suffragette	Chinese	妇女参政
woman	suffragette	Chinese	妇_女_参_政
woman	suffragette	Greek	σουφραζέτα
woman	suffragette	Greek	Σουφραζέτες
woman	suffragette	Greek	Σουφραζέτα
woman	suffragette	Greek	σουφραζέτες
woman	suffragette	Vietnamese	kinh_cầu_thánh
woman	suffragette	Vietnamese	suffragettes
woman	suffragette	Arabic	سوفرجت
woman	Career_woman	Swedish	karriär_kvinna
woman	Career_woman	Spanish	mujer_profesional
woman	Career_woman	English	Career_woman
woman	Career_woman	English	career_woman
woman	Career_woman	English	Career_Woman
woman	Career_woman	English	Career_women
woman	Career_woman	Japanese	キ_ャ_リ_ア_ウ_ー_マ_ン
woman	Career_woman	Polish	kobieta_sukcesu
woman	Career_woman	Chinese	职_业_女_性
woman	Career_woman	Greek	γυναίκα_καριέρας
woman	First_Lady	Swedish	Première_dame
woman	First_Lady	Swedish	First_Lady
woman	First_Lady	Swedish	Första_dam
woman	First_Lady	Swedish	Presidenthustru
woman	First_Lady	Swedish	Rikets_första_dam
woman	First_Lady	Swedish	landets_första_dam
woman	First_Lady	Swedish	Landets_första_dam
woman	First_Lady	Swedish	First_lady
woman	First_Lady	Swedish	Frankrikes_första_dam
woman	First_Lady	Swedish	Tysklands_första_dam
woman	First_Lady	Swedish	USA:s_första_dam
woman	First_Lady	Swedish	första_gentleman
woman	First_Lady	Swedish	first_ladies
woman	First_Lady	Swedish	first_lady
woman	First_Lady	Spanish	Primer_caballero
woman	First_Lady	Spanish	primera_dama
woman	First_Lady	Spanish	Primera_dama
woman	First_Lady	Spanish	Primer_Caballero
woman	First_Lady	Spanish	Primera_Dama_de_la_Nación
woman	First_Lady	Spanish	Primera_Dama
woman	First_Lady	Spanish	Primera_dama_de_la_Nación
woman	First_Lady	Spanish	primeras_damas
woman	First_Lady	Spanish	primer_caballero
woman	First_Lady	English	First_Lady
woman	First_Lady	English	First_lady
woman	First_Lady	English	First_spouse
woman	First_Lady	English	First_ladies
woman	First_Lady	English	First_Husband
woman	First_Lady	English	First_Spouse
woman	First_Lady	English	First_gentleman
woman	First_Lady	English	1st_lady
woman	First_Lady	English	First_Ladies
woman	First_Lady	English	First_Lady_of_South_Vietnam
woman	First_Lady	English	First_Gentlemen
woman	First_Lady	English	Presidentress
woman	First_Lady	English	Presidential_consort
woman	First_Lady	English	First_Gentleman
woman	First_Lady	Japanese	ファースト・レイディ
woman	First_Lady	Japanese	ファースト・レディー
woman	First_Lady	Japanese	ファーストレディ
woman	First_Lady	Japanese	ファーストレディー
woman	First_Lady	Japanese	ファースト・レディ
woman	First_Lady	Japanese	フ_ァ_ー_ス_ト_レ_デ_ィ
woman	First_Lady	Polish	Pierwsza_dama
woman	First_Lady	Polish	Pierwsza_Dama
woman	First_Lady	Polish	first_gentleman
woman	First_Lady	Polish	first_ladies
woman	First_Lady	Polish	pierwsza_dama
woman	First_Lady	Polish	pierwsze_damy
woman	First_Lady	Basque	Lehen_Dama
woman	First_Lady	Basque	Lehen_dama
woman	First_Lady	Basque	Lehen_jaun
woman	First_Lady	Serbian	прва_дама
woman	First_Lady	Serbian	Прва_дама
woman	First_Lady	Serbian	Прва_дама_САД
woman	First_Lady	Serbian	прве_даме
woman	First_Lady	Chinese	第一夫人
woman	First_Lady	Chinese	第_一_夫_人
woman	First_Lady	Chinese	第_一_先_生
woman	First_Lady	Greek	Πρώτη_Κυρία
woman	First_Lady	Greek	πρώτη_gentleman
woman	First_Lady	Greek	πρώτη_κυρίες
woman	First_Lady	Greek	πρώτη_κυρία
woman	First_Lady	Vietnamese	đệ_nhất_phu_nhân
woman	First_Lady	Arabic	سيدة_اولى
woman	First_Lady	Arabic	سيدة_أولى
woman	First_Lady	Arabic	سيده_أولى
woman	First_Lady	Arabic	السيدات_الأول
woman	First_Lady	Arabic	السيدة_الأولى
woman	lipstick_lesbian	Swedish	läppstift_lesbisk
woman	lipstick_lesbian	English	lipstick_lesbian
woman	lipstick_lesbian	English	Lipstick_lesbians
woman	lipstick_lesbian	English	Lesbian_Flag
woman	lipstick_lesbian	Japanese	リップスティックレズビアン
woman	lipstick_lesbian	Greek	λεσβία_κραγιόν
woman	fag_hag	Swedish	Fag-hag
woman	fag_hag	Swedish	Faghag
woman	fag_hag	Swedish	Fag_hag
woman	fag_hag	Swedish	faghag
woman	fag_hag	Swedish	fag_hag
woman	fag_hag	Spanish	Mariliendra
woman	fag_hag	Spanish	Mariliendre
woman	fag_hag	Spanish	Fag_hag
woman	fag_hag	Spanish	Fajona
woman	fag_hag	Spanish	mariliendre
woman	fag_hag	Spanish	fag_hag
woman	fag_hag	English	fag_hag
woman	fag_hag	English	Flame_dame
woman	fag_hag	English	Fag_hags
woman	fag_hag	English	Lezbro
woman	fag_hag	English	Faghag
woman	fag_hag	English	Fag_Hag
woman	fag_hag	Japanese	ファグ・ハグ
woman	fag_hag	Japanese	ファグハグ
woman	fag_hag	Japanese	お焦げ
woman	fag_hag	Japanese	腐女子
woman	fag_hag	Serbian	Фаг_хаг
woman	fag_hag	Serbian	Фегхегуша
woman	fag_hag	Serbian	Фег_хегуша
woman	fag_hag	Serbian	Грејсица
woman	fag_hag	Serbian	Фег_хег
woman	fag_hag	Serbian	Хегуша
woman	fag_hag	Serbian	педер_хаг
woman	fag_hag	Greek	αδελφομάνα
woman	fag_hag	Greek	πούστης_hag
woman	fag_hag	Vietnamese	fag_hag
woman	Bearded_lady	Swedish	Skäggiga_damen
woman	Bearded_lady	Swedish	skäggiga_damen
woman	Bearded_lady	Spanish	Mujeres_barbudas
woman	Bearded_lady	Spanish	mujer_barbuda
woman	Bearded_lady	English	Bearded_lady
woman	Bearded_lady	English	Bearded_women
woman	Bearded_lady	English	Bearded_Lady
woman	Bearded_lady	English	Bearded_Ladies
woman	Bearded_lady	English	Bearded_woman
woman	Bearded_lady	Japanese	髭女
woman	Bearded_lady	Japanese	ひ_げ_を_生_や_し_た_女_性
woman	Bearded_lady	Polish	brodaty_pani
woman	Bearded_lady	Serbian	брадати_дама
woman	Bearded_lady	Chinese	有鬚女性
woman	Bearded_lady	Chinese	长胡子的女性
woman	Bearded_lady	Chinese	有胡女性
woman	Bearded_lady	Chinese	有须女性
woman	Bearded_lady	Chinese	女人长胡子
woman	Bearded_lady	Chinese	有鬍女性
woman	Bearded_lady	Chinese	大_胡_子_女_士
woman	Bearded_lady	Greek	γενειοφόρος_κυρία
woman	Bearded_lady	Arabic	سيدة_الملتحي
woman	teenage_girl	Spanish	chica
woman	teenage_girl	Spanish	muchacha
woman	teenage_girl	Spanish	mujer_adolescente
woman	teenage_girl	English	teenage_girl
woman	grandaunt	Spanish	tía_abuela
woman	grandaunt	English	grandaunt
woman	grandaunt	English	great-aunt
woman	grandaunt	English	great_aunt
woman	grandaunt	Polish	praciota
woman	grandaunt	Polish	przeciota
woman	grandaunt	Polish	baba_cioteczna
woman	priestess	Spanish	Sacerdotisa
woman	priestess	Spanish	sacerdotisa
woman	priestess	English	priestess
woman	concubine	Spanish	manceba
woman	concubine	Spanish	amancebada
woman	concubine	Spanish	concubina
woman	concubine	English	concubine
woman	Stepmother	Swedish	styvmoder
woman	Stepmother	Swedish	styvmor
woman	Stepmother	Spanish	Madrastra
woman	Stepmother	Spanish	madre_putativa
woman	Stepmother	Spanish	madrastra
woman	Stepmother	English	Stepmother
woman	Stepmother	English	stepmother
woman	Stepmother	English	step-mother
woman	Stepmother	English	stepmom
woman	Stepmother	English	Step-mom
woman	Stepmother	English	Stepmom
woman	Stepmother	English	Step_mother
woman	Stepmother	English	Wicked_stepmother
woman	Stepmother	English	Stepmommy
woman	Stepmother	English	Half_mother
woman	Stepmother	English	Step-mothers
woman	Stepmother	English	Step-mommy
woman	Stepmother	English	Step_mommy
woman	Stepmother	English	Step_mom
woman	Stepmother	English	Step-mother
woman	Stepmother	Japanese	継母
woman	Stepmother	Polish	macocha
woman	Stepmother	Serbian	маћеха
woman	Stepmother	Greek	θετή_μητέρα
woman	Stepmother	Greek	μητριά
woman	Stepmother	Arabic	زوجة_الأب
woman	widow	Swedish	änka
woman	widow	Swedish	änkling
woman	widow	Swedish	Änkling
woman	widow	Swedish	Änka
woman	widow	Swedish	Änkeman
woman	widow	Swedish	änkor
woman	widow	Spanish	viuda
woman	widow	Spanish	viudo
woman	widow	Spanish	viudas
woman	widow	Spanish	mujer_viuda
woman	widow	English	widow
woman	widow	English	widow_woman
woman	widow	English	Widowers
woman	widow	English	Widow_&_orphan
woman	widow	English	Widowing
woman	widow	English	Widows
woman	widow	English	Viduity
woman	widow	English	Widowed
woman	widow	English	Surviving_spouse
woman	widow	Japanese	未亡人
woman	widow	Japanese	後家
woman	widow	Japanese	寡婦
woman	widow	Japanese	寡婦控除
woman	widow	Japanese	ウィドー
woman	widow	Japanese	寡夫
woman	widow	Japanese	寡婦年金
woman	widow	Japanese	ウィドウ
woman	widow	Japanese	孀
woman	widow	Japanese	女寡婦
woman	widow	Japanese	夫_と_死_別_し_た
woman	widow	Japanese	女寡
woman	widow	Japanese	後家御
woman	widow	Japanese	ウイドー
woman	widow	Japanese	孀婦
woman	widow	Japanese	赤い信女
woman	widow	Japanese	未亡人の女性
woman	widow	Georgian	ქვრივი
woman	widow	Polish	wdowa
woman	widow	Polish	wdowy
woman	widow	Polish	kobieta,_wdowa
woman	widow	Basque	alargun
woman	widow	Serbian	удовица
woman	widow	Serbian	удовице
woman	widow	Chinese	寡妇
woman	widow	Chinese	孀
woman	widow	Chinese	鰥寡
woman	widow	Chinese	鳏
woman	widow	Chinese	守寡
woman	widow	Chinese	鰥夫
woman	widow	Chinese	遺孀
woman	widow	Chinese	寡_妇
woman	widow	Chinese	寡婦_寡妇
woman	widow	Chinese	孀妇
woman	widow	Chinese	寡婦
woman	widow	Chinese	未亡人
woman	widow	Chinese	寡居
woman	widow	Chinese	丧_偶
woman	widow	Greek	χήρα
woman	widow	Greek	χήρος
woman	widow	Greek	χήρες
woman	widow	Greek	χήρα_γυναίκα
woman	widow	Vietnamese	góa_phụ
woman	widow	Vietnamese	quả_phụ_寡婦
woman	widow	Vietnamese	góa_bụa
woman	widow	Vietnamese	góa_phụ_người_phụ_nữ
woman	widow	Arabic	أرملة
woman	widow	Arabic	أرمله
woman	widow	Arabic	الأرملة
woman	widow	Arabic	ارملة
woman	widow	Arabic	أَرْمَلَة‎
woman	widow	Arabic	أرملة_امرأة
woman	widow	Arabic	الأرامل
woman	half_sister	Swedish	halv_syster
woman	half_sister	Spanish	medio_hermana
woman	half_sister	English	half_sister
woman	half_sister	Polish	siostra_przyrodnia
woman	half_sister	Serbian	полусестра
woman	half_sister	Greek	ετεροθαλής_αδελφή
woman	half_sister	Arabic	أخت_غير_شقيقة
woman	Cariye	Spanish	manceba
woman	Cariye	Spanish	amancebada
woman	Cariye	Spanish	Concubina
woman	Cariye	Spanish	concubina
woman	Cariye	English	Cariye
woman	Cariye	English	concubine
woman	Cariye	Japanese	側室
woman	Cariye	Japanese	側女
woman	Cariye	Japanese	御部屋様
woman	Cariye	Georgian	მხევალი
woman	Cariye	Polish	konkubina
woman	Cariye	Basque	ohaide
woman	Cariye	Serbian	љубавница
woman	Cariye	Serbian	наложница
woman	Cariye	Serbian	конкубина
woman	Cariye	Chinese	妾侍
woman	Cariye	Chinese	妾
woman	Cariye	Chinese	傍妻
woman	Cariye	Chinese	小妾
woman	Cariye	Chinese	庶室
woman	Cariye	Chinese	副妻
woman	Cariye	Chinese	妾士
woman	Cariye	Chinese	陪房
woman	Cariye	Chinese	姨太
woman	Cariye	Chinese	如夫人
woman	Cariye	Chinese	妾室
woman	Cariye	Chinese	庶妻
woman	Cariye	Chinese	副配
woman	Cariye	Chinese	姨太太
woman	Cariye	Chinese	旁妻
woman	Cariye	Chinese	細姨
woman	Cariye	Chinese	偏房
woman	Cariye	Chinese	側室
woman	Cariye	Chinese	庶配
woman	Cariye	Chinese	小老婆
woman	Cariye	Chinese	納妾
woman	Sister	Swedish	Syrra
woman	Sister	Swedish	Lillasyster
woman	Sister	Swedish	Halvsyster
woman	Sister	Swedish	Storasyster
woman	Sister	Swedish	Halv-syster
woman	Sister	Swedish	Syster
woman	Sister	Swedish	syster
woman	Sister	Spanish	hermana
woman	Sister	English	Sister
woman	Sister	English	sister
woman	Sister	English	Sisters
woman	Sister	Japanese	姉妹
woman	Sister	Japanese	姉妹商品
woman	Sister	Japanese	姉妹校
woman	Sister	Polish	siostra
woman	Sister	Polish	siostrzyczka
woman	Sister	Polish	Siostra
woman	Sister	Serbian	сестра
woman	Sister	Chinese	姐妹
woman	Sister	Greek	αδελφή
woman	Sister	Vietnamese	chị/em_gái
woman	Sister	Arabic	اخت
woman	Sister	Arabic	أخت
woman	Sister	Arabic	أُخت
woman	amazon	Swedish	amason
woman	amazon	Spanish	amazona
woman	amazon	Spanish	virago
woman	amazon	English	amazon
woman	amazon	English	virago
woman	amazon	Basque	amazona
woman	amazon	Chinese	彪悍强壮的妇女
woman	amazon	Greek	αμαζόνα
woman	bachelorette	Swedish	bachelorette
woman	bachelorette	Swedish	ungkarl_flicka
woman	bachelorette	Swedish	möhippa
woman	bachelorette	Spanish	soltera
woman	bachelorette	Spanish	bachelorette
woman	bachelorette	Spanish	soltero_chica
woman	bachelorette	English	bachelorette
woman	bachelorette	English	Bachelorette
woman	bachelorette	English	bachelor_girl
woman	bachelorette	English	Single_woman
woman	bachelorette	English	Single_women
woman	bachelorette	English	Bachelorettes
woman	bachelorette	Japanese	独り女
woman	bachelorette	Japanese	独身の女の子
woman	bachelorette	Japanese	若い独身女性
woman	bachelorette	Polish	panieński
woman	bachelorette	Polish	bachelor_girl
woman	bachelorette	Basque	ezkongabe
woman	bachelorette	Basque	ezkongai
woman	bachelorette	Serbian	бацхелоретте
woman	bachelorette	Serbian	нежења_девојка
woman	bachelorette	Chinese	未婚
woman	bachelorette	Chinese	学士女孩
woman	bachelorette	Greek	bachelorette
woman	bachelorette	Greek	κορίτσι_bachelor
woman	bachelorette	Vietnamese	bachelorette
woman	bachelorette	Vietnamese	cử_nhân_cô_gái
woman	bachelorette	Arabic	العازبة
woman	bachelorette	Arabic	فتاة_البكالوريوس
woman	baggage	Spanish	perdida
woman	baggage	Spanish	perdularia
woman	baggage	English	baggage
woman	baggage	Basque	emagaldu
woman	bluestocking	Swedish	bas_bleu
woman	bluestocking	Swedish	blåstrumpa
woman	bluestocking	Spanish	bas_bleu
woman	bluestocking	Spanish	sabihonda
woman	bluestocking	Spanish	sabia
woman	bluestocking	Spanish	literata
woman	bluestocking	English	bluestocking
woman	bluestocking	English	bas_bleu
woman	bluestocking	Japanese	青鞜
woman	bluestocking	Japanese	文学少女
woman	bluestocking	Japanese	浅ブルー
woman	bluestocking	Polish	intelektualistka
woman	bluestocking	Polish	bas_bleu
woman	bluestocking	Polish	sawantka
woman	bluestocking	Serbian	бас_блеу
woman	bluestocking	Serbian	учена_жена
woman	bluestocking	Chinese	浅bleu
woman	bluestocking	Chinese	过份正经
woman	bluestocking	Greek	bas_bleu
woman	bluestocking	Greek	γυναίκα_διανοούμενη
woman	bluestocking	Vietnamese	bas_bleu
woman	bluestocking	Vietnamese	bluestocking
woman	bluestocking	Arabic	bas_الأزرق
woman	bluestocking	Arabic	امرأة_مثقفة
woman	prostitute	Swedish	prostituerad
woman	prostitute	Swedish	sköka
woman	prostitute	Swedish	hora
woman	prostitute	Swedish	slampa
woman	prostitute	Swedish	kvinna_på_gatan
woman	prostitute	Swedish	dam_av_njutning
woman	prostitute	Swedish	oanständighet
woman	prostitute	Swedish	idrottsliga_dam
woman	prostitute	Spanish	prostituta
woman	prostitute	Spanish	ramera
woman	prostitute	Spanish	puta
woman	prostitute	Spanish	zorra
woman	prostitute	Spanish	alcahueta
woman	prostitute	Spanish	golfa
woman	prostitute	Spanish	lagartona
woman	prostitute	Spanish	fulana
woman	prostitute	Spanish	pendona
woman	prostitute	Spanish	pendón
woman	prostitute	Spanish	guarra
woman	prostitute	Spanish	lagarta
woman	prostitute	Spanish	meretriz
woman	prostitute	Spanish	mujer_pública
woman	prostitute	Spanish	mujer_de_la_calle
woman	prostitute	Spanish	deportivo_dama
woman	prostitute	Spanish	dama_del_placer
woman	prostitute	English	prostitute
woman	prostitute	English	whore
woman	prostitute	English	tart
woman	prostitute	English	harlot
woman	prostitute	English	bawd
woman	prostitute	English	lady_of_pleasure
woman	prostitute	English	working_girl
woman	prostitute	English	strumpet
woman	prostitute	English	fancy_woman
woman	prostitute	English	woman_of_the_street
woman	prostitute	English	sporting_lady
woman	prostitute	English	cocotte
woman	prostitute	English	hooker
woman	prostitute	English	trollop
woman	prostitute	English	cyprian
woman	prostitute	English	Prostitute
woman	prostitute	English	Lady_of_pleasure
woman	prostitute	English	Whore
woman	prostitute	English	Harlot
woman	prostitute	English	Bawd
woman	prostitute	Japanese	売春婦
woman	prostitute	Japanese	娼婦
woman	prostitute	Japanese	娼妓
woman	prostitute	Japanese	遊女
woman	prostitute	Japanese	忍び女
woman	prostitute	Japanese	遊君
woman	prostitute	Japanese	くぐつ女
woman	prostitute	Japanese	遊び女
woman	prostitute	Japanese	婬女
woman	prostitute	Japanese	パン助
woman	prostitute	Japanese	醜業婦
woman	prostitute	Japanese	契情
woman	prostitute	Japanese	戯れ女
woman	prostitute	Japanese	花魁
woman	prostitute	Japanese	華魁
woman	prostitute	Japanese	プロスティテュート
woman	prostitute	Japanese	戯女
woman	prostitute	Japanese	白拍子
woman	prostitute	Japanese	傀儡
woman	prostitute	Japanese	一夜妻
woman	prostitute	Japanese	女郎
woman	prostitute	Japanese	出女
woman	prostitute	Japanese	篭の鳥
woman	prostitute	Japanese	パンスケ
woman	prostitute	Japanese	御町
woman	prostitute	Japanese	白首
woman	prostitute	Japanese	売笑婦
woman	prostitute	Japanese	浮れ妻
woman	prostitute	Japanese	暗者
woman	prostitute	Japanese	其者
woman	prostitute	Japanese	スポーツ女性
woman	prostitute	Japanese	通りの女
woman	prostitute	Japanese	傀儡女
woman	prostitute	Japanese	売女
woman	prostitute	Japanese	商売女
woman	prostitute	Japanese	忍女
woman	prostitute	Japanese	かごの鳥
woman	prostitute	Japanese	あそび女
woman	prostitute	Japanese	淫婦
woman	prostitute	Japanese	其れ者
